idx	label	predict	radius	correct	time
534	tensor([6])	6	0.616	1	0:00:00.101915
535	tensor([4])	4	0.445	1	0:00:00.099132
536	tensor([2])	2	0.616	1	0:00:00.102377
537	tensor([1])	1	0.534	1	0:00:00.101109
538	tensor([8])	8	0.616	1	0:00:00.099029
539	tensor([2])	-1	0.0	0	0:00:00.100666
540	tensor([5])	5	0.616	1	0:00:00.101531
541	tensor([4])	4	0.557	1	0:00:00.100574
542	tensor([8])	8	0.0924	1	0:00:00.101593
543	tensor([8])	8	0.571	1	0:00:00.099476
544	tensor([4])	4	0.109	1	0:00:00.101248
545	tensor([0])	0	0.589	1	0:00:00.099525
546	tensor([0])	0	0.198	1	0:00:00.098991
547	tensor([2])	2	0.0327	1	0:00:00.102892
548	tensor([3])	8	0.616	0	0:00:00.100367
549	tensor([2])	2	0.616	1	0:00:00.100372
550	tensor([7])	8	0.508	0	0:00:00.099530
551	tensor([7])	8	0.207	0	0:00:00.101359
552	tensor([0])	8	0.534	0	0:00:00.121036
553	tensor([8])	8	0.616	1	0:00:00.145762
554	tensor([7])	8	0.172	0	0:00:00.156721
555	tensor([4])	4	0.319	1	0:00:00.136921
556	tensor([4])	4	0.352	1	0:00:00.150915
557	tensor([7])	7	0.616	1	0:00:00.136501
558	tensor([9])	9	0.616	1	0:00:00.134672
559	tensor([6])	6	0.589	1	0:00:00.138538
560	tensor([9])	9	0.616	1	0:00:00.137297
561	tensor([0])	0	0.31	1	0:00:00.152478
562	tensor([9])	9	0.589	1	0:00:00.137161
563	tensor([8])	8	0.616	1	0:00:00.137097
564	tensor([0])	0	0.346	1	0:00:00.151151
565	tensor([4])	-1	0.0	0	0:00:00.134794
566	tensor([6])	6	0.616	1	0:00:00.106001
567	tensor([0])	0	0.616	1	0:00:00.101229
568	tensor([6])	8	0.072	0	0:00:00.101980
569	tensor([3])	3	0.0232	1	0:00:00.099890
570	tensor([5])	5	0.508	1	0:00:00.102288
571	tensor([4])	9	0.127	0	0:00:00.100434
572	tensor([8])	8	0.237	1	0:00:00.099665
573	tensor([3])	3	0.616	1	0:00:00.100847
574	tensor([3])	3	0.234	1	0:00:00.099609
575	tensor([9])	9	0.589	1	0:00:00.100964
576	tensor([3])	3	0.333	1	0:00:00.099931
577	tensor([3])	3	0.616	1	0:00:00.100933
578	tensor([3])	-1	0.0	0	0:00:00.099950
579	tensor([7])	8	0.266	0	0:00:00.101273
580	tensor([8])	8	0.508	1	0:00:00.101273
581	tensor([0])	8	0.508	0	0:00:00.099893
582	tensor([8])	-1	0.0	0	0:00:00.099113
583	tensor([2])	2	0.275	1	0:00:00.100254
584	tensor([1])	8	0.253	0	0:00:00.101723
585	tensor([7])	7	0.616	1	0:00:00.100993
586	tensor([0])	0	0.616	1	0:00:00.099906
587	tensor([6])	6	0.616	1	0:00:00.102656
588	tensor([5])	5	0.616	1	0:00:00.099498
589	tensor([4])	4	0.524	1	0:00:00.101832
590	tensor([3])	3	0.616	1	0:00:00.100585
591	tensor([8])	8	0.544	1	0:00:00.098917
592	tensor([0])	0	0.352	1	0:00:00.100380
593	tensor([9])	9	0.122	1	0:00:00.101135
594	tensor([6])	6	0.212	1	0:00:00.100165
595	tensor([3])	3	0.616	1	0:00:00.113120
596	tensor([8])	8	0.358	1	0:00:00.131119
597	tensor([0])	-1	0.0	0	0:00:00.139229
598	tensor([9])	9	0.26	1	0:00:00.146456
599	tensor([9])	9	0.524	1	0:00:00.150276
600	tensor([6])	6	0.154	1	0:00:00.136252
601	tensor([8])	8	0.501	1	0:00:00.141464
602	tensor([6])	8	0.445	0	0:00:00.142581
603	tensor([8])	8	0.616	1	0:00:00.141530
604	tensor([5])	5	0.616	1	0:00:00.141652
605	tensor([7])	8	0.159	0	0:00:00.137609
606	tensor([8])	8	0.388	1	0:00:00.151755
607	tensor([6])	8	0.508	0	0:00:00.153802
608	tensor([0])	0	0.175	1	0:00:00.142086
609	tensor([2])	2	0.557	1	0:00:00.109367
610	tensor([4])	-1	0.0	0	0:00:00.103173
611	tensor([0])	0	0.338	1	0:00:00.101328
612	tensor([2])	2	0.616	1	0:00:00.100687
613	tensor([2])	8	0.301	0	0:00:00.100790
614	tensor([3])	3	0.557	1	0:00:00.100852
615	tensor([1])	1	0.211	1	0:00:00.100048
616	tensor([9])	9	0.616	1	0:00:00.101477
617	tensor([7])	7	0.616	1	0:00:00.099840
618	tensor([5])	5	0.616	1	0:00:00.099169
619	tensor([1])	8	0.281	0	0:00:00.100922
620	tensor([0])	0	0.616	1	0:00:00.101775
621	tensor([8])	8	0.616	1	0:00:00.101773
622	tensor([4])	4	0.589	1	0:00:00.100543
623	tensor([6])	6	0.165	1	0:00:00.099856
624	tensor([2])	-1	0.0	0	0:00:00.101042
625	tensor([6])	6	0.616	1	0:00:00.100451
626	tensor([7])	8	0.534	0	0:00:00.100745
627	tensor([9])	9	0.172	1	0:00:00.099634
628	tensor([3])	-1	0.0	0	0:00:00.100675
629	tensor([2])	3	0.246	0	0:00:00.101442
630	tensor([9])	9	0.616	1	0:00:00.099720
631	tensor([8])	8	0.616	1	0:00:00.099684
632	tensor([2])	2	0.571	1	0:00:00.102230
633	tensor([2])	2	0.616	1	0:00:00.099453
634	tensor([9])	9	0.488	1	0:00:00.100162
635	tensor([2])	2	0.616	1	0:00:00.100377
636	tensor([7])	7	0.616	1	0:00:00.100496
637	tensor([3])	3	0.378	1	0:00:00.101429
638	tensor([5])	5	0.557	1	0:00:00.109389
639	tensor([9])	9	0.616	1	0:00:00.141598
640	tensor([1])	1	0.129	1	0:00:00.139275
641	tensor([8])	8	0.616	1	0:00:00.139742
642	tensor([0])	0	0.39	1	0:00:00.139201
643	tensor([2])	2	0.616	1	0:00:00.144090
644	tensor([0])	0	0.488	1	0:00:00.148702
645	tensor([5])	5	0.383	1	0:00:00.145180
646	tensor([2])	8	0.388	0	0:00:00.138520
647	tensor([1])	-1	0.0	0	0:00:00.145686
648	tensor([3])	8	0.0443	0	0:00:00.139998
649	tensor([7])	7	0.616	1	0:00:00.139654
650	tensor([6])	6	0.215	1	0:00:00.139425
651	tensor([7])	7	0.616	1	0:00:00.143130
652	tensor([1])	1	0.616	1	0:00:00.114542
653	tensor([2])	2	0.616	1	0:00:00.103261
654	tensor([5])	5	0.616	1	0:00:00.099345
655	tensor([8])	8	0.467	1	0:00:00.099881
656	tensor([0])	0	0.616	1	0:00:00.099330
657	tensor([3])	3	0.616	1	0:00:00.100890
658	tensor([7])	8	0.398	0	0:00:00.101741
659	tensor([2])	8	0.236	0	0:00:00.100705
660	tensor([4])	4	0.616	1	0:00:00.099896
661	tensor([0])	0	0.534	1	0:00:00.099754
662	tensor([9])	9	0.616	1	0:00:00.099833
663	tensor([1])	1	0.616	1	0:00:00.099021
664	tensor([8])	8	0.616	1	0:00:00.100757
665	tensor([6])	-1	0.0	0	0:00:00.100591
666	tensor([7])	7	0.371	1	0:00:00.101096
667	tensor([7])	7	0.375	1	0:00:00.100257
668	tensor([4])	8	0.318	0	0:00:00.100586
669	tensor([3])	3	0.616	1	0:00:00.100632
670	tensor([4])	4	0.534	1	0:00:00.101217
671	tensor([9])	9	0.544	1	0:00:00.099641
672	tensor([1])	1	0.616	1	0:00:00.101330
673	tensor([9])	9	0.174	1	0:00:00.101240
674	tensor([5])	5	0.161	1	0:00:00.101514
675	tensor([1])	1	0.616	1	0:00:00.099391
676	tensor([7])	7	0.299	1	0:00:00.100387
677	tensor([3])	3	0.616	1	0:00:00.101708
678	tensor([9])	9	0.19	1	0:00:00.100436
679	tensor([7])	7	0.616	1	0:00:00.098620
680	tensor([6])	6	0.616	1	0:00:00.102362
681	tensor([9])	9	0.616	1	0:00:00.105241
682	tensor([1])	1	0.616	1	0:00:00.143669
683	tensor([3])	-1	0.0	0	0:00:00.144511
684	tensor([7])	2	0.0807	0	0:00:00.156367
685	tensor([8])	8	0.472	1	0:00:00.137218
686	tensor([3])	3	0.462	1	0:00:00.133535
687	tensor([3])	3	0.616	1	0:00:00.140109
688	tensor([6])	6	0.616	1	0:00:00.143606
689	tensor([7])	8	0.261	0	0:00:00.143986
690	tensor([2])	2	0.616	1	0:00:00.153457
691	tensor([8])	8	0.342	1	0:00:00.149717
692	tensor([5])	5	0.453	1	0:00:00.140983
693	tensor([8])	8	0.616	1	0:00:00.166310
694	tensor([5])	-1	0.0	0	0:00:00.138690
695	tensor([1])	1	0.333	1	0:00:00.115123
696	tensor([1])	8	0.224	0	0:00:00.101101
697	tensor([4])	4	0.616	1	0:00:00.099033
698	tensor([4])	4	0.0574	1	0:00:00.100847
699	tensor([3])	3	0.616	1	0:00:00.101323
700	tensor([1])	1	0.589	1	0:00:00.102730
701	tensor([0])	-1	0.0	0	0:00:00.100139
702	tensor([7])	7	0.616	1	0:00:00.102010
703	tensor([7])	-1	0.0	0	0:00:00.099466
704	tensor([0])	0	0.616	1	0:00:00.100031
705	tensor([7])	7	0.616	1	0:00:00.102188
706	tensor([9])	8	0.151	0	0:00:00.101285
707	tensor([4])	4	0.062	1	0:00:00.099538
708	tensor([4])	4	0.196	1	0:00:00.100082
709	tensor([8])	8	0.616	1	0:00:00.100467
710	tensor([5])	5	0.616	1	0:00:00.100030
711	tensor([5])	5	0.616	1	0:00:00.101177
712	tensor([4])	9	0.0162	0	0:00:00.100282
713	tensor([0])	-1	0.0	0	0:00:00.099383
714	tensor([8])	8	0.616	1	0:00:00.100066
715	tensor([2])	2	0.062	1	0:00:00.101602
716	tensor([1])	7	0.348	0	0:00:00.102055
717	tensor([0])	8	0.283	0	0:00:00.100107
718	tensor([8])	8	0.616	1	0:00:00.099883
719	tensor([4])	4	0.571	1	0:00:00.100406
720	tensor([5])	8	0.0137	0	0:00:00.100819
721	tensor([0])	0	0.616	1	0:00:00.099469
722	tensor([4])	4	0.616	1	0:00:00.101769
723	tensor([0])	8	0.315	0	0:00:00.100743
724	tensor([6])	6	0.571	1	0:00:00.110836
725	tensor([1])	7	0.27	0	0:00:00.153134
726	tensor([7])	8	0.301	0	0:00:00.147174
727	tensor([3])	3	0.571	1	0:00:00.148054
728	tensor([2])	2	0.616	1	0:00:00.139620
729	tensor([6])	6	0.315	1	0:00:00.139929
730	tensor([7])	7	0.616	1	0:00:00.142978
731	tensor([2])	2	0.616	1	0:00:00.143824
732	tensor([6])	6	0.544	1	0:00:00.148592
733	tensor([9])	9	0.616	1	0:00:00.153048
734	tensor([3])	3	0.38	1	0:00:00.133979
735	tensor([1])	1	0.589	1	0:00:00.138277
736	tensor([4])	4	0.616	1	0:00:00.135866
737	tensor([6])	6	0.472	1	0:00:00.138320
738	tensor([2])	8	0.131	0	0:00:00.115215
739	tensor([5])	5	0.616	1	0:00:00.101469
740	tensor([4])	9	0.616	0	0:00:00.100979
741	tensor([2])	2	0.616	1	0:00:00.100285
742	tensor([0])	0	0.616	1	0:00:00.101241
743	tensor([6])	8	0.0862	0	0:00:00.101342
744	tensor([2])	2	0.616	1	0:00:00.100206
745	tensor([1])	1	0.0187	1	0:00:00.099546
746	tensor([7])	8	0.0417	0	0:00:00.099465
747	tensor([3])	8	0.616	0	0:00:00.100359
748	tensor([4])	4	0.167	1	0:00:00.102815
749	tensor([1])	1	0.101	1	0:00:00.100724
750	tensor([0])	0	0.616	1	0:00:00.099803
751	tensor([5])	5	0.616	1	0:00:00.100279
752	tensor([4])	4	0.298	1	0:00:00.099764
753	tensor([3])	3	0.534	1	0:00:00.101667
754	tensor([1])	1	0.616	1	0:00:00.099276
755	tensor([1])	1	0.472	1	0:00:00.100879
756	tensor([7])	7	0.616	1	0:00:00.100170
757	tensor([4])	4	0.616	1	0:00:00.099665
758	tensor([9])	-1	0.0	0	0:00:00.101856
759	tensor([9])	9	0.616	1	0:00:00.101400
760	tensor([4])	4	0.429	1	0:00:00.100709
761	tensor([8])	8	0.616	1	0:00:00.099750
762	tensor([4])	4	0.616	1	0:00:00.099753
763	tensor([0])	0	0.305	1	0:00:00.101230
764	tensor([2])	2	0.616	1	0:00:00.101788
765	tensor([4])	4	0.616	1	0:00:00.100406
766	tensor([5])	5	0.401	1	0:00:00.099227
767	tensor([1])	-1	0.0	0	0:00:00.115939
768	tensor([1])	8	0.477	0	0:00:00.139260
769	tensor([6])	6	0.413	1	0:00:00.143536
770	tensor([4])	4	0.441	1	0:00:00.143339
771	tensor([7])	7	0.571	1	0:00:00.144451
772	tensor([1])	8	0.508	0	0:00:00.140100
773	tensor([9])	9	0.616	1	0:00:00.136940
774	tensor([4])	4	0.21	1	0:00:00.129978
775	tensor([2])	2	0.34	1	0:00:00.140788
776	tensor([4])	4	0.616	1	0:00:00.141383
777	tensor([1])	8	0.000424	0	0:00:00.151995
778	tensor([5])	5	0.445	1	0:00:00.143889
779	tensor([5])	8	0.616	0	0:00:00.144828
780	tensor([3])	3	0.616	1	0:00:00.137681
781	tensor([8])	8	0.398	1	0:00:00.114812
782	tensor([3])	3	0.153	1	0:00:00.102374
783	tensor([1])	1	0.262	1	0:00:00.100940
784	tensor([4])	4	0.159	1	0:00:00.099264
785	tensor([5])	5	0.174	1	0:00:00.102296
786	tensor([6])	-1	0.0	0	0:00:00.101256
787	tensor([8])	8	0.616	1	0:00:00.100118
788	tensor([9])	9	0.616	1	0:00:00.099299
789	tensor([4])	4	0.616	1	0:00:00.100261
790	tensor([1])	8	0.211	0	0:00:00.101976
791	tensor([5])	5	0.482	1	0:00:00.100831
792	tensor([3])	8	0.266	0	0:00:00.101563
793	tensor([8])	8	0.616	1	0:00:00.099954
794	tensor([0])	0	0.616	1	0:00:00.099924
795	tensor([3])	8	0.407	0	0:00:00.100436
796	tensor([2])	2	0.616	1	0:00:00.100883
797	tensor([5])	8	0.557	0	0:00:00.100173
798	tensor([1])	1	0.616	1	0:00:00.100812
799	tensor([2])	2	0.616	1	0:00:00.100151
800	tensor([8])	8	0.508	1	0:00:00.099574
801	tensor([3])	3	0.369	1	0:00:00.102908
802	tensor([4])	4	0.589	1	0:00:00.101685
803	tensor([4])	8	0.557	0	0:00:00.100099
804	tensor([0])	0	0.0883	1	0:00:00.098863
805	tensor([8])	8	0.616	1	0:00:00.100357
806	tensor([8])	8	0.453	1	0:00:00.104832
807	tensor([3])	3	0.329	1	0:00:00.100498
808	tensor([3])	3	0.616	1	0:00:00.100471
809	tensor([1])	-1	0.0	0	0:00:00.099495
810	tensor([7])	2	0.385	0	0:00:00.106489
811	tensor([3])	3	0.616	1	0:00:00.143211
812	tensor([5])	5	0.616	1	0:00:00.141985
813	tensor([9])	9	0.616	1	0:00:00.134957
814	tensor([6])	6	0.616	1	0:00:00.166735
815	tensor([3])	3	0.616	1	0:00:00.143051
816	tensor([2])	2	0.616	1	0:00:00.137151
817	tensor([6])	6	0.115	1	0:00:00.139159
818	tensor([1])	6	0.342	0	0:00:00.140372
819	tensor([3])	3	0.616	1	0:00:00.137584
820	tensor([6])	6	0.616	1	0:00:00.144127
821	tensor([0])	0	0.616	1	0:00:00.144069
822	tensor([7])	7	0.616	1	0:00:00.143571
823	tensor([2])	-1	0.0	0	0:00:00.134488
824	tensor([1])	1	0.616	1	0:00:00.118154
825	tensor([7])	7	0.616	1	0:00:00.103038
826	tensor([1])	1	0.589	1	0:00:00.099726
827	tensor([4])	8	0.371	0	0:00:00.101786
828	tensor([2])	2	0.616	1	0:00:00.099998
829	tensor([4])	9	0.197	0	0:00:00.099658
830	tensor([2])	2	0.616	1	0:00:00.100456
831	tensor([1])	1	0.495	1	0:00:00.100769
832	tensor([7])	7	0.589	1	0:00:00.102093
833	tensor([9])	8	0.218	0	0:00:00.100506
834	tensor([6])	0	0.124	0	0:00:00.100248
835	tensor([1])	1	0.276	1	0:00:00.100645
836	tensor([1])	1	0.616	1	0:00:00.100509
837	tensor([2])	8	0.315	0	0:00:00.099397
838	tensor([4])	4	0.616	1	0:00:00.101834
839	tensor([8])	3	0.299	0	0:00:00.101068
840	tensor([1])	8	0.616	0	0:00:00.100979
841	tensor([7])	-1	0.0	0	0:00:00.100065
842	tensor([7])	7	0.616	1	0:00:00.099880
843	tensor([4])	4	0.311	1	0:00:00.101744
844	tensor([8])	8	0.0959	1	0:00:00.101314
845	tensor([0])	0	0.616	1	0:00:00.101540
846	tensor([7])	7	0.324	1	0:00:00.099675
847	tensor([3])	3	0.616	1	0:00:00.099680
848	tensor([1])	1	0.616	1	0:00:00.102202
849	tensor([3])	8	0.36	0	0:00:00.101176
850	tensor([1])	1	0.616	1	0:00:00.100637
851	tensor([0])	0	0.616	1	0:00:00.100572
852	tensor([7])	7	0.616	1	0:00:00.099408
853	tensor([7])	7	0.616	1	0:00:00.102139
854	tensor([0])	0	0.616	1	0:00:00.149052
855	tensor([3])	3	0.616	1	0:00:00.139391
856	tensor([5])	5	0.616	1	0:00:00.140866
857	tensor([5])	5	0.616	1	0:00:00.146011
858	tensor([2])	2	0.501	1	0:00:00.150357
859	tensor([7])	8	0.271	0	0:00:00.142198
860	tensor([6])	6	0.616	1	0:00:00.146407
861	tensor([6])	6	0.616	1	0:00:00.145082
862	tensor([9])	9	0.0561	1	0:00:00.138229
863	tensor([2])	3	0.17	0	0:00:00.138485
864	tensor([8])	8	0.616	1	0:00:00.141291
865	tensor([3])	3	0.39	1	0:00:00.148041
866	tensor([5])	5	0.616	1	0:00:00.165642
867	tensor([2])	2	0.616	1	0:00:00.106482
868	tensor([2])	2	0.616	1	0:00:00.101929
869	tensor([5])	8	0.398	0	0:00:00.107013
870	tensor([6])	6	0.324	1	0:00:00.101948
871	tensor([0])	0	0.616	1	0:00:00.105892
872	tensor([8])	8	0.346	1	0:00:00.126047
873	tensor([2])	2	0.616	1	0:00:00.120661
874	tensor([9])	9	0.407	1	0:00:00.126407
875	tensor([2])	3	0.419	0	0:00:00.118538
876	tensor([8])	8	0.589	1	0:00:00.117779
877	tensor([8])	8	0.362	1	0:00:00.121621
878	tensor([8])	8	0.616	1	0:00:00.120015
879	tensor([8])	8	0.616	1	0:00:00.117379
880	tensor([7])	7	0.616	1	0:00:00.120829
881	tensor([4])	8	0.045	0	0:00:00.120499
882	tensor([9])	8	0.429	0	0:00:00.117939
883	tensor([3])	3	0.283	1	0:00:00.112697
884	tensor([0])	8	0.246	0	0:00:00.107868
885	tensor([6])	6	0.508	1	0:00:00.101909
886	tensor([6])	6	0.524	1	0:00:00.119929
887	tensor([3])	3	0.318	1	0:00:00.118326
888	tensor([2])	2	0.616	1	0:00:00.106553
889	tensor([1])	1	0.449	1	0:00:00.101961
890	tensor([3])	3	0.589	1	0:00:00.095582
891	tensor([2])	2	0.589	1	0:00:00.096752
892	tensor([2])	2	0.616	1	0:00:00.097146
893	tensor([9])	9	0.616	1	0:00:00.111274
894	tensor([3])	8	0.616	0	0:00:00.150717
895	tensor([0])	8	0.0187	0	0:00:00.141381
896	tensor([0])	0	0.616	1	0:00:00.138135
897	tensor([5])	5	0.571	1	0:00:00.197825
898	tensor([7])	8	0.0862	0	0:00:00.178582
899	tensor([8])	8	0.616	1	0:00:00.161411
900	tensor([1])	-1	0.0	0	0:00:00.186749
901	tensor([4])	8	0.0295	0	0:00:00.195014
902	tensor([4])	4	0.316	1	0:00:00.135273
903	tensor([6])	6	0.236	1	0:00:00.135123
904	tensor([0])	0	0.616	1	0:00:00.143196
905	tensor([2])	2	0.616	1	0:00:00.161101
906	tensor([9])	9	0.261	1	0:00:00.099726
907	tensor([1])	-1	0.0	0	0:00:00.101104
908	tensor([4])	9	0.165	0	0:00:00.100180
909	tensor([7])	7	0.316	1	0:00:00.099014
910	tensor([4])	4	0.181	1	0:00:00.097602
911	tensor([7])	7	0.616	1	0:00:00.097782
912	tensor([3])	3	0.616	1	0:00:00.099605
913	tensor([9])	9	0.175	1	0:00:00.095817
914	tensor([8])	8	0.616	1	0:00:00.095747
915	tensor([8])	8	0.383	1	0:00:00.099302
916	tensor([4])	4	0.373	1	0:00:00.095725
917	tensor([7])	7	0.393	1	0:00:00.096313
918	tensor([1])	0	0.589	0	0:00:00.097363
919	tensor([2])	2	0.0111	1	0:00:00.095878
920	tensor([1])	1	0.616	1	0:00:00.095809
921	tensor([2])	3	0.289	0	0:00:00.100023
922	tensor([2])	2	0.616	1	0:00:00.096055
923	tensor([3])	3	0.616	1	0:00:00.097047
924	tensor([2])	8	0.437	0	0:00:00.095542
925	tensor([3])	3	0.616	1	0:00:00.095685
926	tensor([2])	8	0.045	0	0:00:00.095624
927	tensor([3])	3	0.616	1	0:00:00.102297
928	tensor([9])	9	0.616	1	0:00:00.096487
929	tensor([1])	1	0.616	1	0:00:00.097507
930	tensor([7])	7	0.616	1	0:00:00.095710
931	tensor([4])	8	0.181	0	0:00:00.095921
932	tensor([0])	0	0.157	1	0:00:00.095660
933	tensor([3])	3	0.616	1	0:00:00.102317
934	tensor([5])	5	0.616	1	0:00:00.098050
935	tensor([5])	5	0.616	1	0:00:00.103439
936	tensor([8])	8	0.589	1	0:00:00.132068
937	tensor([6])	6	0.616	1	0:00:00.135874
938	tensor([3])	5	0.488	0	0:00:00.128323
939	tensor([2])	2	0.0283	1	0:00:00.131685
940	tensor([6])	6	0.183	1	0:00:00.144360
941	tensor([7])	7	0.571	1	0:00:00.135249
942	tensor([6])	6	0.616	1	0:00:00.133183
943	tensor([6])	8	0.313	0	0:00:00.140937
944	tensor([3])	3	0.571	1	0:00:00.136164
945	tensor([2])	8	0.616	0	0:00:00.136209
946	tensor([7])	7	0.616	1	0:00:00.143136
947	tensor([8])	-1	0.0	0	0:00:00.126636
948	tensor([1])	8	0.198	0	0:00:00.135136
949	tensor([1])	1	0.346	1	0:00:00.134086
950	tensor([7])	7	0.185	1	0:00:00.111816
951	tensor([5])	8	0.064	0	0:00:00.100584
952	tensor([6])	6	0.616	1	0:00:00.103310
953	tensor([4])	4	0.251	1	0:00:00.096218
954	tensor([9])	9	0.616	1	0:00:00.099688
955	tensor([5])	5	0.301	1	0:00:00.096101
956	tensor([1])	8	0.467	0	0:00:00.101230
957	tensor([3])	-1	0.0	0	0:00:00.096072
958	tensor([3])	8	0.135	0	0:00:00.103618
959	tensor([4])	8	0.433	0	0:00:00.096324
960	tensor([7])	8	0.467	0	0:00:00.099844
961	tensor([8])	8	0.616	1	0:00:00.100619
962	tensor([9])	9	0.557	1	0:00:00.095999
963	tensor([1])	0	0.616	0	0:00:00.096552
964	tensor([1])	8	0.544	0	0:00:00.100136
965	tensor([6])	6	0.589	1	0:00:00.095817
966	tensor([9])	9	0.616	1	0:00:00.095912
967	tensor([1])	8	0.616	0	0:00:00.100357
968	tensor([4])	4	0.616	1	0:00:00.098875
969	tensor([4])	4	0.1	1	0:00:00.095662
970	tensor([5])	5	0.616	1	0:00:00.099641
971	tensor([4])	4	0.39	1	0:00:00.095986
972	tensor([0])	0	0.616	1	0:00:00.096371
973	tensor([6])	6	0.616	1	0:00:00.097529
974	tensor([2])	2	0.335	1	0:00:00.096060
975	tensor([2])	8	0.616	0	0:00:00.096031
976	tensor([3])	3	0.477	1	0:00:00.102835
977	tensor([1])	0	0.135	0	0:00:00.096196
978	tensor([5])	5	0.616	1	0:00:00.097328
979	tensor([1])	8	0.0554	0	0:00:00.096205
980	tensor([2])	2	0.589	1	0:00:00.109666
981	tensor([0])	0	0.616	1	0:00:00.183119
982	tensor([3])	8	0.104	0	0:00:00.216695
983	tensor([8])	8	0.508	1	0:00:00.181526
984	tensor([1])	8	0.488	0	0:00:00.143825
985	tensor([2])	2	0.616	1	0:00:00.132710
986	tensor([6])	8	0.0359	0	0:00:00.125775
987	tensor([7])	7	0.616	1	0:00:00.131799
988	tensor([1])	8	0.0646	0	0:00:00.132821
989	tensor([6])	6	0.571	1	0:00:00.157903
990	tensor([2])	2	0.616	1	0:00:00.139390
991	tensor([3])	3	0.445	1	0:00:00.126959
992	tensor([9])	9	0.091	1	0:00:00.149049
993	tensor([0])	0	0.373	1	0:00:00.130106
994	tensor([1])	1	0.419	1	0:00:00.099347
995	tensor([2])	-1	0.0	0	0:00:00.095909
996	tensor([2])	2	0.616	1	0:00:00.095656
997	tensor([0])	0	0.616	1	0:00:00.095497
998	tensor([8])	8	0.616	1	0:00:00.104037
999	tensor([9])	8	0.616	0	0:00:00.096800
1000	tensor([9])	8	0.383	0	0:00:00.104006
